==========> Fault Simulation Begins at                    0 
Detected fault : s@1  SerialFS_TB.FUT._1249_.Y
Detected fault : s@1  SerialFS_TB.FUT._1254_.Y
Detected fault : s@1  SerialFS_TB.FUT._1255_.A
Detected fault : s@1  SerialFS_TB.FUT._1256_.Y
Detected fault : s@0  SerialFS_TB.FUT._1259_.Y
Detected fault : s@1  SerialFS_TB.FUT._1263_.B
Detected fault : s@0  SerialFS_TB.FUT._1264_.Y
Detected fault : s@1  SerialFS_TB.FUT._1269_.Y
Detected fault : s@1  SerialFS_TB.FUT._1270_.A
Detected fault : s@1  SerialFS_TB.FUT._1271_.Y
Detected fault : s@1  SerialFS_TB.FUT._1275_.Y
Detected fault : s@1  SerialFS_TB.FUT._1278_.A
Detected fault : s@1  SerialFS_TB.FUT._1278_.B
Detected fault : s@0  SerialFS_TB.FUT._1279_.Y
Detected fault : s@1  SerialFS_TB.FUT._1286_.Y
Detected fault : s@1  SerialFS_TB.FUT._1287_.A
Detected fault : s@1  SerialFS_TB.FUT._1288_.Y
Detected fault : s@1  SerialFS_TB.FUT._1295_.Y
Detected fault : s@1  SerialFS_TB.FUT._1296_.A
Detected fault : s@1  SerialFS_TB.FUT._1297_.Y
Detected fault : s@0  SerialFS_TB.FUT._1298_.Y
Detected fault : s@1  SerialFS_TB.FUT._1301_.B
Detected fault : s@0  SerialFS_TB.FUT._1302_.Y
Detected fault : s@0  SerialFS_TB.FUT._1322_.Y
Detected fault : s@1  SerialFS_TB.FUT._1322_.B
Detected fault : s@1  SerialFS_TB.FUT._1338_.Y
Detected fault : s@0  SerialFS_TB.FUT._1339_.Y
Detected fault : s@1  SerialFS_TB.FUT._1340_.Y
Detected fault : s@0  SerialFS_TB.FUT._1340_.A
Detected fault : s@0  SerialFS_TB.FUT._1345_.Y
Detected fault : s@1  SerialFS_TB.FUT._1346_.Y
Detected fault : s@1  SerialFS_TB.FUT._1348_.Y
Detected fault : s@1  SerialFS_TB.FUT._1349_.A
Detected fault : s@1  SerialFS_TB.FUT._1349_.B
Detected fault : s@0  SerialFS_TB.FUT._1350_.Y
Detected fault : s@0  SerialFS_TB.FUT._1351_.Y
Detected fault : s@1  SerialFS_TB.FUT._1355_.Y
Detected fault : s@0  SerialFS_TB.FUT._1359_.Y
Detected fault : s@1  SerialFS_TB.FUT._1360_.Y
Detected fault : s@1  SerialFS_TB.FUT._1361_.A
Detected fault : s@1  SerialFS_TB.FUT._1361_.B
Detected fault : s@1  SerialFS_TB.FUT._1364_.Y
Detected fault : s@0  SerialFS_TB.FUT._1365_.Y
Detected fault : s@1  SerialFS_TB.FUT._1385_.Y
Detected fault : s@0  SerialFS_TB.FUT._1387_.Y
Detected fault : s@1  SerialFS_TB.FUT._1387_.B
Detected fault : s@1  SerialFS_TB.FUT._1388_.Y
Detected fault : s@1  SerialFS_TB.FUT._1395_.Y
Detected fault : s@0  SerialFS_TB.FUT._1395_.B
Detected fault : s@0  SerialFS_TB.FUT._1399_.Y
Detected fault : s@1  SerialFS_TB.FUT._1399_.B
Detected fault : s@1  SerialFS_TB.FUT._1400_.Y
Detected fault : s@0  SerialFS_TB.FUT._1404_.Y
Detected fault : s@1  SerialFS_TB.FUT._1404_.B
Detected fault : s@1  SerialFS_TB.FUT._1405_.Y
Detected fault : s@0  SerialFS_TB.FUT._1409_.Y
Detected fault : s@1  SerialFS_TB.FUT._1409_.B
Detected fault : s@1  SerialFS_TB.FUT._1410_.Y
Detected fault : s@0  SerialFS_TB.FUT._1414_.Y
Detected fault : s@1  SerialFS_TB.FUT._1414_.B
Detected fault : s@1  SerialFS_TB.FUT._1415_.Y
Detected fault : s@1  SerialFS_TB.FUT._1415_.Y
Test Vector number           1 is:  000011111100101001100000111000101101 
Detected fault : s@1  SerialFS_TB.FUT._0860_.Y
Detected fault : s@0  SerialFS_TB.FUT._0866_.Y
Detected fault : s@1  SerialFS_TB.FUT._0867_.B
Detected fault : s@1  SerialFS_TB.FUT._0869_.Y
Detected fault : s@0  SerialFS_TB.FUT._0869_.B
Detected fault : s@0  SerialFS_TB.FUT._0872_.Y
Detected fault : s@1  SerialFS_TB.FUT._0874_.Y
Detected fault : s@1  SerialFS_TB.FUT._0880_.Y
Detected fault : s@0  SerialFS_TB.FUT._0883_.Y
Detected fault : s@1  SerialFS_TB.FUT._0884_.Y
Detected fault : s@0  SerialFS_TB.FUT._0885_.Y
Detected fault : s@1  SerialFS_TB.FUT._0890_.Y
Detected fault : s@1  SerialFS_TB.FUT._0891_.A
Detected fault : s@1  SerialFS_TB.FUT._0894_.A
Detected fault : s@1  SerialFS_TB.FUT._0894_.B
Detected fault : s@0  SerialFS_TB.FUT._0902_.Y
Detected fault : s@1  SerialFS_TB.FUT._0903_.Y
Detected fault : s@0  SerialFS_TB.FUT._0904_.Y
Detected fault : s@0  SerialFS_TB.FUT._0907_.Y
Detected fault : s@1  SerialFS_TB.FUT._0913_.Y
Detected fault : s@0  SerialFS_TB.FUT._0914_.Y
Detected fault : s@0  SerialFS_TB.FUT._0917_.Y
Detected fault : s@1  SerialFS_TB.FUT._0919_.Y
Detected fault : s@1  SerialFS_TB.FUT._0923_.Y
Detected fault : s@1  SerialFS_TB.FUT._0926_.Y
Detected fault : s@1  SerialFS_TB.FUT._0927_.A
Detected fault : s@1  SerialFS_TB.FUT._0927_.B
Detected fault : s@1  SerialFS_TB.FUT._0932_.B
Detected fault : s@1  SerialFS_TB.FUT._0934_.A
Detected fault : s@1  SerialFS_TB.FUT._0934_.B
Detected fault : s@0  SerialFS_TB.FUT._0935_.Y
Detected fault : s@0  SerialFS_TB.FUT._0936_.A
Detected fault : s@0  SerialFS_TB.FUT._0937_.Y
Detected fault : s@1  SerialFS_TB.FUT._0938_.Y
Detected fault : s@1  SerialFS_TB.FUT._0939_.A
Detected fault : s@1  SerialFS_TB.FUT._0940_.Y
Detected fault : s@0  SerialFS_TB.FUT._0941_.B
Detected fault : s@1  SerialFS_TB.FUT._0942_.Y
Detected fault : s@0  SerialFS_TB.FUT._0943_.B
Detected fault : s@1  SerialFS_TB.FUT._0950_.B
Detected fault : s@1  SerialFS_TB.FUT._0951_.A
Detected fault : s@1  SerialFS_TB.FUT._0952_.Y
Detected fault : s@0  SerialFS_TB.FUT._0959_.A
Detected fault : s@0  SerialFS_TB.FUT._0961_.Y
Detected fault : s@1  SerialFS_TB.FUT._0962_.Y
Detected fault : s@0  SerialFS_TB.FUT._0962_.A
Detected fault : s@0  SerialFS_TB.FUT._0963_.Y
Detected fault : s@0  SerialFS_TB.FUT._0965_.Y
Detected fault : s@1  SerialFS_TB.FUT._0969_.Y
Detected fault : s@0  SerialFS_TB.FUT._0970_.B
Detected fault : s@1  SerialFS_TB.FUT._0972_.Y
Detected fault : s@0  SerialFS_TB.FUT._0974_.Y
Detected fault : s@0  SerialFS_TB.FUT._0975_.A
Detected fault : s@0  SerialFS_TB.FUT._0976_.Y
Detected fault : s@1  SerialFS_TB.FUT._0982_.Y
Detected fault : s@0  SerialFS_TB.FUT._0984_.Y
Detected fault : s@1  SerialFS_TB.FUT._0984_.B
Detected fault : s@1  SerialFS_TB.FUT._0985_.Y
Detected fault : s@0  SerialFS_TB.FUT._0990_.Y
Detected fault : s@1  SerialFS_TB.FUT._0991_.B
Detected fault : s@0  SerialFS_TB.FUT._0993_.Y
Detected fault : s@1  SerialFS_TB.FUT._0994_.Y
Detected fault : s@1  SerialFS_TB.FUT._0995_.A
Detected fault : s@1  SerialFS_TB.FUT._0996_.Y
Detected fault : s@1  SerialFS_TB.FUT._0997_.A
Detected fault : s@1  SerialFS_TB.FUT._0998_.B
Detected fault : s@1  SerialFS_TB.FUT._0999_.A
Detected fault : s@0  SerialFS_TB.FUT._1001_.B
Detected fault : s@0  SerialFS_TB.FUT._1002_.A
Detected fault : s@1  SerialFS_TB.FUT._1005_.Y
Detected fault : s@0  SerialFS_TB.FUT._1010_.B
Detected fault : s@0  SerialFS_TB.FUT._1021_.Y
Detected fault : s@1  SerialFS_TB.FUT._1023_.Y
Detected fault : s@0  SerialFS_TB.FUT._1024_.B
Detected fault : s@1  SerialFS_TB.FUT._1025_.A
Detected fault : s@0  SerialFS_TB.FUT._1027_.Y
Detected fault : s@1  SerialFS_TB.FUT._1030_.Y
Detected fault : s@0  SerialFS_TB.FUT._1031_.Y
Detected fault : s@0  SerialFS_TB.FUT._1033_.B
Detected fault : s@0  SerialFS_TB.FUT._1034_.Y
Detected fault : s@0  SerialFS_TB.FUT._1035_.A
Detected fault : s@0  SerialFS_TB.FUT._1035_.B
Detected fault : s@1  SerialFS_TB.FUT._1037_.Y
Detected fault : s@1  SerialFS_TB.FUT._1038_.A
Detected fault : s@0  SerialFS_TB.FUT._1041_.Y
Detected fault : s@1  SerialFS_TB.FUT._1042_.Y
Detected fault : s@1  SerialFS_TB.FUT._1043_.A
Detected fault : s@0  SerialFS_TB.FUT._1053_.Y
Detected fault : s@1  SerialFS_TB.FUT._1058_.Y
Detected fault : s@1  SerialFS_TB.FUT._1059_.A
Detected fault : s@1  SerialFS_TB.FUT._1060_.Y
Detected fault : s@0  SerialFS_TB.FUT._1064_.A
Detected fault : s@0  SerialFS_TB.FUT._1065_.Y
Detected fault : s@0  SerialFS_TB.FUT._1066_.A
Detected fault : s@0  SerialFS_TB.FUT._1066_.B
Detected fault : s@1  SerialFS_TB.FUT._1067_.Y
Detected fault : s@1  SerialFS_TB.FUT._1070_.B
Detected fault : s@0  SerialFS_TB.FUT._1073_.Y
Detected fault : s@0  SerialFS_TB.FUT._1075_.Y
Detected fault : s@1  SerialFS_TB.FUT._1075_.A
Detected fault : s@1  SerialFS_TB.FUT._1076_.Y
Detected fault : s@0  SerialFS_TB.FUT._1077_.Y
Detected fault : s@1  SerialFS_TB.FUT._1078_.Y
Detected fault : s@0  SerialFS_TB.FUT._1079_.A
Detected fault : s@0  SerialFS_TB.FUT._1079_.B
Detected fault : s@0  SerialFS_TB.FUT._1083_.Y
Detected fault : s@0  SerialFS_TB.FUT._1087_.A
Detected fault : s@0  SerialFS_TB.FUT._1087_.B
Detected fault : s@0  SerialFS_TB.FUT._1103_.Y
Detected fault : s@1  SerialFS_TB.FUT._1105_.B
Detected fault : s@1  SerialFS_TB.FUT._1106_.Y
Detected fault : s@0  SerialFS_TB.FUT._1107_.Y
Detected fault : s@0  SerialFS_TB.FUT._1110_.Y
Detected fault : s@1  SerialFS_TB.FUT._1111_.Y
Detected fault : s@1  SerialFS_TB.FUT._1112_.Y
Detected fault : s@1  SerialFS_TB.FUT._1113_.A
Detected fault : s@1  SerialFS_TB.FUT._1113_.B
Detected fault : s@0  SerialFS_TB.FUT._1115_.B
Detected fault : s@0  SerialFS_TB.FUT._1116_.Y
Detected fault : s@0  SerialFS_TB.FUT._1117_.A
Detected fault : s@0  SerialFS_TB.FUT._1117_.B
Detected fault : s@1  SerialFS_TB.FUT._1118_.Y
Detected fault : s@0  SerialFS_TB.FUT._1119_.Y
Detected fault : s@1  SerialFS_TB.FUT._1120_.Y
Detected fault : s@1  SerialFS_TB.FUT._1121_.A
Detected fault : s@0  SerialFS_TB.FUT._1122_.A
Detected fault : s@0  SerialFS_TB.FUT._1122_.B
Detected fault : s@1  SerialFS_TB.FUT._1125_.A
Detected fault : s@1  SerialFS_TB.FUT._1125_.B
Detected fault : s@1  SerialFS_TB.FUT._1126_.Y
Detected fault : s@0  SerialFS_TB.FUT._1127_.Y
Detected fault : s@0  SerialFS_TB.FUT._1133_.A
Detected fault : s@0  SerialFS_TB.FUT._1134_.B
Detected fault : s@0  SerialFS_TB.FUT._1135_.Y
Detected fault : s@1  SerialFS_TB.FUT._1181_.Y
Detected fault : s@1  SerialFS_TB.FUT._1182_.A
Detected fault : s@1  SerialFS_TB.FUT._1183_.Y
Detected fault : s@0  SerialFS_TB.FUT._1195_.Y
Detected fault : s@0  SerialFS_TB.FUT._1201_.Y
Detected fault : s@0  SerialFS_TB.FUT._1224_.Y
Detected fault : s@1  SerialFS_TB.FUT._1232_.B
Detected fault : s@0  SerialFS_TB.FUT._1233_.Y
Detected fault : s@0  SerialFS_TB.FUT._1237_.Y
Detected fault : s@0  SerialFS_TB.FUT._1244_.Y
Detected fault : s@0  SerialFS_TB.FUT._1245_.Y
Detected fault : s@1  SerialFS_TB.FUT._1248_.B
Detected fault : s@0  SerialFS_TB.FUT._1249_.Y
Detected fault : s@0  SerialFS_TB.FUT._1251_.Y
Detected fault : s@1  SerialFS_TB.FUT._1255_.B
Detected fault : s@0  SerialFS_TB.FUT._1256_.Y
Detected fault : s@0  SerialFS_TB.FUT._1291_.Y
Detected fault : s@1  SerialFS_TB.FUT._1296_.B
Detected fault : s@0  SerialFS_TB.FUT._1297_.Y
Detected fault : s@1  SerialFS_TB.FUT._1300_.Y
Detected fault : s@1  SerialFS_TB.FUT._1301_.A
Detected fault : s@1  SerialFS_TB.FUT._1302_.Y
Detected fault : s@0  SerialFS_TB.FUT._1340_.Y
Detected fault : s@1  SerialFS_TB.FUT._1341_.Y
Detected fault : s@1  SerialFS_TB.FUT._1350_.Y
Detected fault : s@0  SerialFS_TB.FUT._1351_.B
Detected fault : s@0  SerialFS_TB.FUT._1352_.A
Detected fault : s@0  SerialFS_TB.FUT._1355_.Y
Detected fault : s@0  SerialFS_TB.FUT._1360_.Y
Detected fault : s@1  SerialFS_TB.FUT._1361_.Y
Detected fault : s@1  SerialFS_TB.FUT._1381_.Y
Detected fault : s@0  SerialFS_TB.FUT._1383_.A
Detected fault : s@0  SerialFS_TB.FUT._1383_.B
Detected fault : s@0  SerialFS_TB.FUT._1385_.Y
Detected fault : s@1  SerialFS_TB.FUT._1386_.Y
Detected fault : s@0  SerialFS_TB.FUT._1391_.B
Detected fault : s@0  SerialFS_TB.FUT._1394_.Y
Detected fault : s@0  SerialFS_TB.FUT._1397_.A
Detected fault : s@1  SerialFS_TB.FUT._1398_.B
Detected fault : s@0  SerialFS_TB.FUT._1400_.Y
Detected fault : s@1  SerialFS_TB.FUT._1401_.Y
Detected fault : s@0  SerialFS_TB.FUT._1402_.Y
Detected fault : s@1  SerialFS_TB.FUT._1403_.A
Detected fault : s@1  SerialFS_TB.FUT._1403_.B
Detected fault : s@1  SerialFS_TB.FUT._1406_.Y
Detected fault : s@0  SerialFS_TB.FUT._1407_.Y
Detected fault : s@1  SerialFS_TB.FUT._1408_.A
Detected fault : s@1  SerialFS_TB.FUT._1408_.B
Detected fault : s@0  SerialFS_TB.FUT._1412_.A
Detected fault : s@1  SerialFS_TB.FUT._1413_.B
Detected fault : s@0  SerialFS_TB.FUT._1415_.Y
Detected fault : s@0  SerialFS_TB.FUT._1415_.Y
Test Vector number           2 is:  000001011100110111100011101100111010 
Detected fault : s@1  SerialFS_TB.FUT._0981_.Y
Detected fault : s@0  SerialFS_TB.FUT._0982_.Y
Detected fault : s@1  SerialFS_TB.FUT._0983_.Y
Detected fault : s@1  SerialFS_TB.FUT._0984_.A
Detected fault : s@0  SerialFS_TB.FUT._0993_.B
Detected fault : s@1  SerialFS_TB.FUT._1162_.Y
Detected fault : s@1  SerialFS_TB.FUT._1163_.A
Detected fault : s@1  SerialFS_TB.FUT._1220_.B
Detected fault : s@0  SerialFS_TB.FUT._1283_.Y
Detected fault : s@0  SerialFS_TB.FUT._1288_.Y
Detected fault : s@0  SerialFS_TB.FUT._1346_.Y
Detected fault : s@1  SerialFS_TB.FUT._1347_.Y
Test Vector number           3 is:  000101110100010111111111001100101111 
Detected fault : s@0  SerialFS_TB.FUT._0859_.Y
Detected fault : s@0  SerialFS_TB.FUT._0860_.A
Detected fault : s@0  SerialFS_TB.FUT._0875_.Y
Detected fault : s@0  SerialFS_TB.FUT._0880_.Y
Detected fault : s@0  SerialFS_TB.FUT._0883_.A
Detected fault : s@0  SerialFS_TB.FUT._0884_.Y
Detected fault : s@0  SerialFS_TB.FUT._0885_.A
Detected fault : s@1  SerialFS_TB.FUT._0886_.Y
Detected fault : s@0  SerialFS_TB.FUT._0887_.Y
Detected fault : s@0  SerialFS_TB.FUT._0889_.B
Detected fault : s@0  SerialFS_TB.FUT._0890_.Y
Detected fault : s@0  SerialFS_TB.FUT._0902_.A
Detected fault : s@0  SerialFS_TB.FUT._0903_.Y
Detected fault : s@0  SerialFS_TB.FUT._0905_.Y
Detected fault : s@1  SerialFS_TB.FUT._0907_.Y
Detected fault : s@0  SerialFS_TB.FUT._0913_.Y
Detected fault : s@0  SerialFS_TB.FUT._0914_.A
Detected fault : s@0  SerialFS_TB.FUT._0919_.Y
Detected fault : s@0  SerialFS_TB.FUT._0923_.Y
Detected fault : s@1  SerialFS_TB.FUT._0923_.B
Detected fault : s@0  SerialFS_TB.FUT._0937_.B
Detected fault : s@0  SerialFS_TB.FUT._0938_.Y
Detected fault : s@0  SerialFS_TB.FUT._0942_.Y
Detected fault : s@0  SerialFS_TB.FUT._0943_.A
Detected fault : s@0  SerialFS_TB.FUT._0944_.B
Detected fault : s@0  SerialFS_TB.FUT._0945_.Y
Detected fault : s@0  SerialFS_TB.FUT._0946_.A
Detected fault : s@0  SerialFS_TB.FUT._0946_.B
Detected fault : s@1  SerialFS_TB.FUT._0950_.Y
Detected fault : s@1  SerialFS_TB.FUT._0951_.B
Detected fault : s@0  SerialFS_TB.FUT._0952_.Y
Detected fault : s@0  SerialFS_TB.FUT._0959_.B
Detected fault : s@0  SerialFS_TB.FUT._0962_.B
Detected fault : s@1  SerialFS_TB.FUT._0963_.Y
Detected fault : s@0  SerialFS_TB.FUT._0964_.Y
Detected fault : s@0  SerialFS_TB.FUT._0970_.Y
Detected fault : s@0  SerialFS_TB.FUT._0972_.Y
Detected fault : s@1  SerialFS_TB.FUT._0972_.A
Detected fault : s@0  SerialFS_TB.FUT._0975_.B
Detected fault : s@1  SerialFS_TB.FUT._0976_.Y
Detected fault : s@0  SerialFS_TB.FUT._0989_.Y
Detected fault : s@1  SerialFS_TB.FUT._0990_.Y
Detected fault : s@1  SerialFS_TB.FUT._0991_.A
Detected fault : s@0  SerialFS_TB.FUT._0992_.Y
Detected fault : s@1  SerialFS_TB.FUT._0993_.Y
Detected fault : s@0  SerialFS_TB.FUT._0994_.Y
Detected fault : s@1  SerialFS_TB.FUT._0995_.B
Detected fault : s@1  SerialFS_TB.FUT._0997_.B
Detected fault : s@1  SerialFS_TB.FUT._0998_.Y
Detected fault : s@0  SerialFS_TB.FUT._1000_.Y
Detected fault : s@0  SerialFS_TB.FUT._1001_.A
Detected fault : s@0  SerialFS_TB.FUT._1003_.Y
Detected fault : s@1  SerialFS_TB.FUT._1004_.Y
Detected fault : s@0  SerialFS_TB.FUT._1005_.Y
Detected fault : s@0  SerialFS_TB.FUT._1009_.A
Detected fault : s@0  SerialFS_TB.FUT._1009_.B
Detected fault : s@1  SerialFS_TB.FUT._1020_.Y
Detected fault : s@0  SerialFS_TB.FUT._1023_.A
Detected fault : s@0  SerialFS_TB.FUT._1030_.Y
Detected fault : s@0  SerialFS_TB.FUT._1032_.B
Detected fault : s@0  SerialFS_TB.FUT._1033_.A
Detected fault : s@1  SerialFS_TB.FUT._1053_.Y
Detected fault : s@1  SerialFS_TB.FUT._1059_.B
Detected fault : s@0  SerialFS_TB.FUT._1064_.B
Detected fault : s@0  SerialFS_TB.FUT._1068_.Y
Detected fault : s@1  SerialFS_TB.FUT._1069_.Y
Detected fault : s@1  SerialFS_TB.FUT._1070_.A
Detected fault : s@1  SerialFS_TB.FUT._1078_.B
Detected fault : s@0  SerialFS_TB.FUT._1080_.Y
Detected fault : s@1  SerialFS_TB.FUT._1081_.Y
Detected fault : s@1  SerialFS_TB.FUT._1082_.A
Detected fault : s@1  SerialFS_TB.FUT._1083_.Y
Detected fault : s@0  SerialFS_TB.FUT._1086_.B
Detected fault : s@1  SerialFS_TB.FUT._1114_.Y
Detected fault : s@0  SerialFS_TB.FUT._1115_.Y
Detected fault : s@0  SerialFS_TB.FUT._1118_.Y
Detected fault : s@0  SerialFS_TB.FUT._1119_.A
Detected fault : s@1  SerialFS_TB.FUT._1125_.Y
Detected fault : s@1  SerialFS_TB.FUT._1126_.A
Detected fault : s@1  SerialFS_TB.FUT._1126_.B
Detected fault : s@0  SerialFS_TB.FUT._1163_.Y
Detected fault : s@0  SerialFS_TB.FUT._1164_.A
Detected fault : s@0  SerialFS_TB.FUT._1165_.Y
Detected fault : s@1  SerialFS_TB.FUT._1182_.B
Detected fault : s@1  SerialFS_TB.FUT._1188_.Y
Detected fault : s@0  SerialFS_TB.FUT._1212_.B
Detected fault : s@1  SerialFS_TB.FUT._1218_.Y
Detected fault : s@1  SerialFS_TB.FUT._1262_.Y
Detected fault : s@1  SerialFS_TB.FUT._1263_.A
Detected fault : s@0  SerialFS_TB.FUT._1266_.Y
Detected fault : s@1  SerialFS_TB.FUT._1279_.Y
Detected fault : s@0  SerialFS_TB.FUT._1309_.Y
Detected fault : s@0  SerialFS_TB.FUT._1316_.Y
Detected fault : s@1  SerialFS_TB.FUT._1317_.Y
Detected fault : s@1  SerialFS_TB.FUT._1349_.Y
Detected fault : s@0  SerialFS_TB.FUT._1351_.A
Detected fault : s@0  SerialFS_TB.FUT._1352_.B
Detected fault : s@1  SerialFS_TB.FUT._1362_.Y
Detected fault : s@1  SerialFS_TB.FUT._1365_.Y
Detected fault : s@0  SerialFS_TB.FUT._1380_.Y
Detected fault : s@0  SerialFS_TB.FUT._1390_.A
Detected fault : s@0  SerialFS_TB.FUT._1391_.Y
Detected fault : s@0  SerialFS_TB.FUT._1395_.Y
Detected fault : s@0  SerialFS_TB.FUT._1397_.B
Detected fault : s@1  SerialFS_TB.FUT._1398_.Y
Detected fault : s@0  SerialFS_TB.FUT._1401_.A
Detected fault : s@0  SerialFS_TB.FUT._1402_.B
Detected fault : s@0  SerialFS_TB.FUT._1405_.Y
Detected fault : s@0  SerialFS_TB.FUT._1406_.A
Detected fault : s@0  SerialFS_TB.FUT._1412_.B
Detected fault : s@1  SerialFS_TB.FUT._1413_.Y
Test Vector number           4 is:  000100111101011011001010000000111101 
Detected fault : s@0  SerialFS_TB.FUT._0843_.A
Detected fault : s@0  SerialFS_TB.FUT._0851_.B
Detected fault : s@0  SerialFS_TB.FUT._0865_.Y
Detected fault : s@1  SerialFS_TB.FUT._0866_.Y
Detected fault : s@0  SerialFS_TB.FUT._0866_.A
Detected fault : s@0  SerialFS_TB.FUT._0867_.Y
Detected fault : s@0  SerialFS_TB.FUT._0869_.Y
Detected fault : s@0  SerialFS_TB.FUT._0872_.B
Detected fault : s@0  SerialFS_TB.FUT._0874_.Y
Detected fault : s@0  SerialFS_TB.FUT._0882_.Y
Detected fault : s@0  SerialFS_TB.FUT._0883_.B
Detected fault : s@0  SerialFS_TB.FUT._0885_.B
Detected fault : s@0  SerialFS_TB.FUT._0888_.Y
Detected fault : s@0  SerialFS_TB.FUT._0889_.A
Detected fault : s@1  SerialFS_TB.FUT._0930_.A
Detected fault : s@1  SerialFS_TB.FUT._0931_.Y
Detected fault : s@1  SerialFS_TB.FUT._0932_.A
Detected fault : s@0  SerialFS_TB.FUT._0944_.Y
Detected fault : s@1  SerialFS_TB.FUT._0945_.Y
Detected fault : s@1  SerialFS_TB.FUT._0950_.A
Detected fault : s@0  SerialFS_TB.FUT._0959_.Y
Detected fault : s@1  SerialFS_TB.FUT._0995_.Y
Detected fault : s@0  SerialFS_TB.FUT._0996_.Y
Detected fault : s@1  SerialFS_TB.FUT._0997_.Y
Detected fault : s@0  SerialFS_TB.FUT._1010_.A
Detected fault : s@1  SerialFS_TB.FUT._1021_.Y
Detected fault : s@0  SerialFS_TB.FUT._1024_.Y
Detected fault : s@1  SerialFS_TB.FUT._1025_.B
Detected fault : s@1  SerialFS_TB.FUT._1027_.Y
